ProcessUUID,FlowUUID,EmissionFactor
"e64e202c-b5cd-4944-8fbf-ea736e3bf86c","256c7700-d975-4e38-b8cf-baa4cd9a2a9b","1"
"e64e202c-b5cd-4944-8fbf-ea736e3bf86c","fe0acd60-3ddc-11dd-a800-0050c2490048","1"
"e64e202c-b5cd-4944-8fbf-ea736e3bf86c","4d9a8790-3ddd-11dd-9d8b-0050c2490048","1"
"e64e202c-b5cd-4944-8fbf-ea736e3bf86c","08a91e70-3ddc-11dd-9674-0050c2490048","1"
"e64e202c-b5cd-4944-8fbf-ea736e3bf86c","08a91e70-3ddc-11dd-9f7b-0050c2490048","1"
"e64e202c-b5cd-4944-8fbf-ea736e3bf86c","08a91e70-3ddc-11dd-950b-0050c2490048","1"
"e64e202c-b5cd-4944-8fbf-ea736e3bf86c","08a91e70-3ddc-11dd-9283-0050c2490048","1"
"e64e202c-b5cd-4944-8fbf-ea736e3bf86c","fe0acd60-3ddc-11dd-a7a0-0050c2490048","1"
"e64e202c-b5cd-4944-8fbf-ea736e3bf86c","4d9a8790-3ddd-11dd-91dc-0050c2490048","1"
"e64e202c-b5cd-4944-8fbf-ea736e3bf86c","08a91e70-3ddc-11dd-9bc7-0050c2490048","1"
"e64e202c-b5cd-4944-8fbf-ea736e3bf86c","fe0acd60-3ddc-11dd-a8c4-0050c2490048","1"
"e64e202c-b5cd-4944-8fbf-ea736e3bf86c","fe0acd60-3ddc-11dd-a75d-0050c2490048","1"
"e64e202c-b5cd-4944-8fbf-ea736e3bf86c","433d97ba-99c6-4adf-9a57-25c396fdbfa9","1"
"e64e202c-b5cd-4944-8fbf-ea736e3bf86c","fe0acd60-3ddc-11dd-abf3-0050c2490048","1"
"e64e202c-b5cd-4944-8fbf-ea736e3bf86c","4d9a8790-3ddd-11dd-8dba-0050c2490048","1"
"e64e202c-b5cd-4944-8fbf-ea736e3bf86c","08a91e70-3ddc-11dd-94e3-0050c2490048","1"
"0514add6-37f2-4c5f-b582-97b15492ab2f","08a91e70-3ddc-11dd-9783-0050c2490048","5.000000e-01"
"0514add6-37f2-4c5f-b582-97b15492ab2f","fe0acd60-3ddc-11dd-ac48-0050c2490048","4.000000e-01"
"22ac0c14-58bf-4ad1-b642-2da997d17c75","08a91e70-3ddc-11dd-9783-0050c2490048","5.000000e-01"
"22ac0c14-58bf-4ad1-b642-2da997d17c75","fe0acd60-3ddc-11dd-ac48-0050c2490048","4.000000e-01"
"30f3bace-6a03-46af-81af-9b30aabbca63","fe0acd60-3ddc-11dd-ac48-0050c2490048","4.000000e-01"
"4f100a5b-3ead-4569-942f-7a5345993cb2","08a91e70-3ddc-11dd-9783-0050c2490048","5.000000e-01"
"4f100a5b-3ead-4569-942f-7a5345993cb2","fe0acd60-3ddc-11dd-ac48-0050c2490048","4.000000e-01"
"569d2ebf-17bf-4a4c-9fbd-7d0cc6a8b729","fe0acd60-3ddc-11dd-ac48-0050c2490048","9.500000e-01"
"5fb1964d-ea5a-47a2-8c05-1538148e0e72","08a91e70-3ddc-11dd-9783-0050c2490048","5.000000e-01"
"5fb1964d-ea5a-47a2-8c05-1538148e0e72","fe0acd60-3ddc-11dd-ac48-0050c2490048","8.500000e-01"
"83dd82b8-0a1d-438d-b094-bc82b8fc8344","08a91e70-3ddc-11dd-9783-0050c2490048","5.000000e-01"
"83dd82b8-0a1d-438d-b094-bc82b8fc8344","fe0acd60-3ddc-11dd-ac48-0050c2490048","9.500000e-01"
"844d1ab8-641c-4cd6-aae0-d2862a484662","08a91e70-3ddc-11dd-9783-0050c2490048","1"
"844d1ab8-641c-4cd6-aae0-d2862a484662","fe0acd60-3ddc-11dd-ac48-0050c2490048","9.800000e-01"
"86c51290-115d-47ca-a4f5-90f185194cec","08a91e70-3ddc-11dd-9783-0050c2490048","5.000000e-01"
"86c51290-115d-47ca-a4f5-90f185194cec","fe0acd60-3ddc-11dd-ac48-0050c2490048","9.500000e-01"
"9d2b069d-46a7-4ef9-abf9-b2d58be11265","08a91e70-3ddc-11dd-9783-0050c2490048","1"
"9d2b069d-46a7-4ef9-abf9-b2d58be11265","fe0acd60-3ddc-11dd-ac48-0050c2490048","9.800000e-01"
"a1d2de17-b108-403f-9fbe-19a22cb58c50","fe0acd60-3ddc-11dd-ac48-0050c2490048","8.500000e-01"
"e8db2b14-7923-400a-b379-a4a786f1d7e7","08a91e70-3ddc-11dd-9783-0050c2490048","5.000000e-01"
"e8db2b14-7923-400a-b379-a4a786f1d7e7","fe0acd60-3ddc-11dd-ac48-0050c2490048","4.000000e-01"
"eb2e4a9c-4880-4200-a4c1-056396e2d32a","08a91e70-3ddc-11dd-9783-0050c2490048","5.000000e-01"
"eb2e4a9c-4880-4200-a4c1-056396e2d32a","fe0acd60-3ddc-11dd-ac48-0050c2490048","8.500000e-01"
"f92161b2-f836-43f3-be4d-0e872e5917b3","08a91e70-3ddc-11dd-9783-0050c2490048","5.000000e-01"
"f92161b2-f836-43f3-be4d-0e872e5917b3","fe0acd60-3ddc-11dd-ac48-0050c2490048","8.500000e-01"
"ffca89d5-7646-444b-a576-3864ae9c9af9","08a91e70-3ddc-11dd-9783-0050c2490048","5.000000e-01"
"ffca89d5-7646-444b-a576-3864ae9c9af9","fe0acd60-3ddc-11dd-ac48-0050c2490048","9.500000e-01"
"5647e409-7f7c-4012-b3f4-59c6388c52b4","fe0acd60-3ddc-11dd-a732-0050c2490048","3.361000e-01"
"5647e409-7f7c-4012-b3f4-59c6388c52b4","08a91e70-3ddc-11dd-968d-0050c2490048","6.849000e-01"
"5647e409-7f7c-4012-b3f4-59c6388c52b4","d5f43560-3adf-4fc3-96a4-0d4b2fb803e9","5.143000e-01"
"5647e409-7f7c-4012-b3f4-59c6388c52b4","fe0acd60-3ddc-11dd-a804-0050c2490048","3.098000e-01"
"5647e409-7f7c-4012-b3f4-59c6388c52b4","fe0acd60-3ddc-11dd-a78f-0050c2490048","6.256000e-01"
"5647e409-7f7c-4012-b3f4-59c6388c52b4","08a91e70-3ddc-11dd-a0fb-0050c2490048","3.670000e-02"
"5647e409-7f7c-4012-b3f4-59c6388c52b4","fe0acd60-3ddc-11dd-a290-0050c2490048","3.185000e-01"
"5647e409-7f7c-4012-b3f4-59c6388c52b4","fe0acd60-3ddc-11dd-a296-0050c2490048","9.490000e-02"
"5647e409-7f7c-4012-b3f4-59c6388c52b4","4d9a8790-3ddd-11dd-9b49-0050c2490048","9.490000e-02"
"5647e409-7f7c-4012-b3f4-59c6388c52b4","4d9a8790-3ddd-11dd-8fd0-0050c2490048","2.360000e-01"
"5647e409-7f7c-4012-b3f4-59c6388c52b4","4d9a8790-3ddd-11dd-8fd7-0050c2490048","2.360000e-01"
"5647e409-7f7c-4012-b3f4-59c6388c52b4","fe0acd60-3ddc-11dd-a4ee-0050c2490048","6.794000e-01"
"5647e409-7f7c-4012-b3f4-59c6388c52b4","fe0acd60-3ddc-11dd-a7a4-0050c2490048","2.753000e-01"
"5647e409-7f7c-4012-b3f4-59c6388c52b4","08a91e70-3ddc-11dd-9404-0050c2490048","9.490000e-02"
"5647e409-7f7c-4012-b3f4-59c6388c52b4","fe0acd60-3ddc-11dd-aaa6-0050c2490048","6.000000e-04"
"5647e409-7f7c-4012-b3f4-59c6388c52b4","08a91e70-3ddc-11dd-94ad-0050c2490048","2.260000e-01"
"5647e409-7f7c-4012-b3f4-59c6388c52b4","08a91e70-3ddc-11dd-9595-0050c2490048","9.490000e-02"
"5647e409-7f7c-4012-b3f4-59c6388c52b4","4d9a8790-3ddd-11dd-91e0-0050c2490048","3.652000e-01"
"5647e409-7f7c-4012-b3f4-59c6388c52b4","fe0acd60-3ddc-11dd-aabf-0050c2490048","9.490000e-02"
"5647e409-7f7c-4012-b3f4-59c6388c52b4","08a91e70-3ddc-11dd-9bca-0050c2490048","6.115000e-01"
"5647e409-7f7c-4012-b3f4-59c6388c52b4","fe0acd60-3ddc-11dd-a8c8-0050c2490048","3.143000e-01"
"5647e409-7f7c-4012-b3f4-59c6388c52b4","fe0acd60-3ddc-11dd-a761-0050c2490048","2.360000e-01"
"5647e409-7f7c-4012-b3f4-59c6388c52b4","e8db5fa3-588a-49ac-a4c8-816aceb22c92","6.172000e-01"
"5647e409-7f7c-4012-b3f4-59c6388c52b4","4d9a8790-3ddd-11dd-8d68-0050c2490048","1.167000e-01"
"5647e409-7f7c-4012-b3f4-59c6388c52b4","fe0acd60-3ddc-11dd-a702-0050c2490048","4.030000e-02"
"5647e409-7f7c-4012-b3f4-59c6388c52b4","fe0acd60-3ddc-11dd-9fd8-0050c2490048","5.890000e-02"
"5647e409-7f7c-4012-b3f4-59c6388c52b4","08a91e70-3ddc-11dd-9787-0050c2490048","4.020000e-01"
"5647e409-7f7c-4012-b3f4-59c6388c52b4","08a91e70-3ddc-11dd-97e8-0050c2490048","1.070000e-02"
"5647e409-7f7c-4012-b3f4-59c6388c52b4","08a91e70-3ddc-11dd-9810-0050c2490048","5.910000e-02"
"5647e409-7f7c-4012-b3f4-59c6388c52b4","08a91e70-3ddc-11dd-98d5-0050c2490048","5.634000e-01"
"5647e409-7f7c-4012-b3f4-59c6388c52b4","fe0acd60-3ddc-11dd-abfa-0050c2490048","3.353000e-01"
"5647e409-7f7c-4012-b3f4-59c6388c52b4","08a91e70-3ddc-11dd-9505-0050c2490048","9.490000e-02"
"5647e409-7f7c-4012-b3f4-59c6388c52b4","08a91e70-3ddc-11dd-9967-0050c2490048","4.645000e-01"
"5647e409-7f7c-4012-b3f4-59c6388c52b4","08a91e70-3ddc-11dd-998f-0050c2490048","9.490000e-02"
"5647e409-7f7c-4012-b3f4-59c6388c52b4","08a91e70-3ddc-11dd-999a-0050c2490048","9.490000e-02"
"5647e409-7f7c-4012-b3f4-59c6388c52b4","4d9a8790-3ddd-11dd-8dbe-0050c2490048","6.819000e-01"
"5647e409-7f7c-4012-b3f4-59c6388c52b4","08a91e70-3ddc-11dd-94e7-0050c2490048","3.385000e-01"
"688ed266-64c2-42f5-a8bc-185ab31bb606","fe0acd60-3ddc-11dd-a72c-0050c2490048","6.639000e-01"
"688ed266-64c2-42f5-a8bc-185ab31bb606","08a91e70-3ddc-11dd-9687-0050c2490048","3.151000e-01"
"688ed266-64c2-42f5-a8bc-185ab31bb606","14a853b7-7127-438e-86bf-23c7e8a3f4d5","4.857000e-01"
"688ed266-64c2-42f5-a8bc-185ab31bb606","fe0acd60-3ddc-11dd-a7fe-0050c2490048","6.902000e-01"
"688ed266-64c2-42f5-a8bc-185ab31bb606","4d9a8790-3ddd-11dd-9d89-0050c2490048","3.744000e-01"
"688ed266-64c2-42f5-a8bc-185ab31bb606","08a91e70-3ddc-11dd-9672-0050c2490048","6.815000e-01"
"688ed266-64c2-42f5-a8bc-185ab31bb606","4d9a8790-3ddd-11dd-9b43-0050c2490048","9.051000e-01"
"688ed266-64c2-42f5-a8bc-185ab31bb606","08a91e70-3ddc-11dd-9f79-0050c2490048","7.640000e-01"
"688ed266-64c2-42f5-a8bc-185ab31bb606","4d9a8790-3ddd-11dd-8fd5-0050c2490048","7.640000e-01"
"688ed266-64c2-42f5-a8bc-185ab31bb606","08a91e70-3ddc-11dd-a28e-0050c2490048","3.206000e-01"
"688ed266-64c2-42f5-a8bc-185ab31bb606","fe0acd60-3ddc-11dd-a79e-0050c2490048","7.247000e-01"
"688ed266-64c2-42f5-a8bc-185ab31bb606","08a91e70-3ddc-11dd-94a7-0050c2490048","7.740000e-01"
"688ed266-64c2-42f5-a8bc-185ab31bb606","fe0acd60-3ddc-11dd-a7fc-0050c2490048","9.051000e-01"
"688ed266-64c2-42f5-a8bc-185ab31bb606","fe0acd60-3ddc-11dd-a97d-0050c2490048","6.348000e-01"
"688ed266-64c2-42f5-a8bc-185ab31bb606","08a91e70-3ddc-11dd-9bc5-0050c2490048","3.885000e-01"
"688ed266-64c2-42f5-a8bc-185ab31bb606","08a91e70-3ddc-11dd-95f8-0050c2490048","6.857000e-01"
"688ed266-64c2-42f5-a8bc-185ab31bb606","fe0acd60-3ddc-11dd-a75b-0050c2490048","7.640000e-01"
"688ed266-64c2-42f5-a8bc-185ab31bb606","7a7bee3e-28e0-4f36-85b3-ad2174419507","3.828000e-01"
"688ed266-64c2-42f5-a8bc-185ab31bb606","32ccfaa2-6556-11dd-ad8b-0800200c9a66","8.833000e-01"
"688ed266-64c2-42f5-a8bc-185ab31bb606","fe0acd60-3ddc-11dd-9fda-0050c2490048","9.411000e-01"
"688ed266-64c2-42f5-a8bc-185ab31bb606","32ccd36b-6556-11dd-ad8b-0800200c9a66","5.980000e-01"
"688ed266-64c2-42f5-a8bc-185ab31bb606","08a91e70-3ddc-11dd-97e2-0050c2490048","9.893000e-01"
"688ed266-64c2-42f5-a8bc-185ab31bb606","08a91e70-3ddc-11dd-9814-0050c2490048","9.409000e-01"
"688ed266-64c2-42f5-a8bc-185ab31bb606","fe0acd60-3ddc-11dd-abf1-0050c2490048","4.366000e-01"
"688ed266-64c2-42f5-a8bc-185ab31bb606","fe0acd60-3ddc-11dd-9f60-0050c2490048","6.647000e-01"
"688ed266-64c2-42f5-a8bc-185ab31bb606","08a91e70-3ddc-11dd-9961-0050c2490048","5.355000e-01"
"688ed266-64c2-42f5-a8bc-185ab31bb606","08a91e70-3ddc-11dd-99b9-0050c2490048","9.051000e-01"
"688ed266-64c2-42f5-a8bc-185ab31bb606","08a91e70-3ddc-11dd-9994-0050c2490048","9.051000e-01"
"688ed266-64c2-42f5-a8bc-185ab31bb606","4d9a8790-3ddd-11dd-8db8-0050c2490048","3.181000e-01"
"688ed266-64c2-42f5-a8bc-185ab31bb606","4d9a8790-3ddd-11dd-96a9-0050c2490048","6.615000e-01"
"90e0c6ad-c259-43b6-ab5a-18d2aa318dd4","fe0acd60-3ddc-11dd-a736-0050c2490048","1"
"90e0c6ad-c259-43b6-ab5a-18d2aa318dd4","08a91e70-3ddc-11dd-91d4-0050c2490048","1"
"90e0c6ad-c259-43b6-ab5a-18d2aa318dd4","76b44f80-eb4d-41ce-9b65-910f9c111aee","1"
"90e0c6ad-c259-43b6-ab5a-18d2aa318dd4","4d9a8790-3ddd-11dd-96ca-0050c2490048","1"
"90e0c6ad-c259-43b6-ab5a-18d2aa318dd4","fe0acd60-3ddc-11dd-a793-0050c2490048","1"
"90e0c6ad-c259-43b6-ab5a-18d2aa318dd4","08a91e70-3ddc-11dd-a0fe-0050c2490048","1"
"90e0c6ad-c259-43b6-ab5a-18d2aa318dd4","fe0acd60-3ddc-11dd-a294-0050c2490048","1"
"90e0c6ad-c259-43b6-ab5a-18d2aa318dd4","08a91e70-3ddc-11dd-9234-0050c2490048","1"
"90e0c6ad-c259-43b6-ab5a-18d2aa318dd4","fe0acd60-3ddc-11dd-b144-0050c2490048","1"
"90e0c6ad-c259-43b6-ab5a-18d2aa318dd4","4d9a8790-3ddd-11dd-8fd4-0050c2490048","1"
"90e0c6ad-c259-43b6-ab5a-18d2aa318dd4","4d9a8790-3ddd-11dd-9c1f-0050c2490048","1"
"90e0c6ad-c259-43b6-ab5a-18d2aa318dd4","fe0acd60-3ddc-11dd-a4f2-0050c2490048","1"
"90e0c6ad-c259-43b6-ab5a-18d2aa318dd4","160c4b7f-f522-49c5-b913-520042172548","1"
"90e0c6ad-c259-43b6-ab5a-18d2aa318dd4","08a91e70-3ddc-11dd-9407-0050c2490048","1"
"90e0c6ad-c259-43b6-ab5a-18d2aa318dd4","fe0acd60-3ddc-11dd-aaa9-0050c2490048","1"
"90e0c6ad-c259-43b6-ab5a-18d2aa318dd4","08a91e70-3ddc-11dd-94b1-0050c2490048","1"
"90e0c6ad-c259-43b6-ab5a-18d2aa318dd4","08a91e70-3ddc-11dd-9599-0050c2490048","1"
"90e0c6ad-c259-43b6-ab5a-18d2aa318dd4","4d9a8790-3ddd-11dd-91e4-0050c2490048","1"
"90e0c6ad-c259-43b6-ab5a-18d2aa318dd4","fe0acd60-3ddc-11dd-aac2-0050c2490048","1"
"90e0c6ad-c259-43b6-ab5a-18d2aa318dd4","fe0acd60-3ddc-11dd-af15-0050c2490048","1"
"90e0c6ad-c259-43b6-ab5a-18d2aa318dd4","fe0acd60-3ddc-11dd-a8cc-0050c2490048","1"
"90e0c6ad-c259-43b6-ab5a-18d2aa318dd4","fe0acd60-3ddc-11dd-ac33-0050c2490048","1"
"90e0c6ad-c259-43b6-ab5a-18d2aa318dd4","427597de-9099-4ed8-9a5e-2e98e658df38","1"
"90e0c6ad-c259-43b6-ab5a-18d2aa318dd4","fe0acd60-3ddc-11dd-aa32-0050c2490048","1"
"90e0c6ad-c259-43b6-ab5a-18d2aa318dd4","fe0acd60-3ddc-11dd-a705-0050c2490048","1"
"90e0c6ad-c259-43b6-ab5a-18d2aa318dd4","fe0acd60-3ddc-11dd-9f03-0050c2490048","1"
"90e0c6ad-c259-43b6-ab5a-18d2aa318dd4","08a91e70-3ddc-11dd-978a-0050c2490048","1"
"90e0c6ad-c259-43b6-ab5a-18d2aa318dd4","fe0acd60-3ddc-11dd-aade-0050c2490048","1"
"90e0c6ad-c259-43b6-ab5a-18d2aa318dd4","08a91e70-3ddc-11dd-9813-0050c2490048","1"
"90e0c6ad-c259-43b6-ab5a-18d2aa318dd4","08a91e70-3ddc-11dd-98d9-0050c2490048","1"
"90e0c6ad-c259-43b6-ab5a-18d2aa318dd4","fe0acd60-3ddc-11dd-abfe-0050c2490048","1"
"90e0c6ad-c259-43b6-ab5a-18d2aa318dd4","fe0acd60-3ddc-11dd-aa2e-0050c2490048","1"
"90e0c6ad-c259-43b6-ab5a-18d2aa318dd4","08a91e70-3ddc-11dd-996b-0050c2490048","1"
"90e0c6ad-c259-43b6-ab5a-18d2aa318dd4","08a91e70-3ddc-11dd-9993-0050c2490048","1"
"90e0c6ad-c259-43b6-ab5a-18d2aa318dd4","08a91e70-3ddc-11dd-999e-0050c2490048","1"
"90e0c6ad-c259-43b6-ab5a-18d2aa318dd4","4d9a8790-3ddd-11dd-8dc2-0050c2490048","1"
"90e0c6ad-c259-43b6-ab5a-18d2aa318dd4","08a91e70-3ddc-11dd-94eb-0050c2490048","1"
"add0afef-49e4-44f8-b719-b1e1fff074a6","fe0acd60-3ddc-11dd-a736-0050c2490048","3.361000e-01"
"add0afef-49e4-44f8-b719-b1e1fff074a6","08a91e70-3ddc-11dd-91d4-0050c2490048","6.849000e-01"
"add0afef-49e4-44f8-b719-b1e1fff074a6","76b44f80-eb4d-41ce-9b65-910f9c111aee","5.143000e-01"
"add0afef-49e4-44f8-b719-b1e1fff074a6","4d9a8790-3ddd-11dd-96ca-0050c2490048","3.098000e-01"
"add0afef-49e4-44f8-b719-b1e1fff074a6","fe0acd60-3ddc-11dd-a793-0050c2490048","6.256000e-01"
"add0afef-49e4-44f8-b719-b1e1fff074a6","08a91e70-3ddc-11dd-a0fe-0050c2490048","3.670000e-02"
"add0afef-49e4-44f8-b719-b1e1fff074a6","fe0acd60-3ddc-11dd-a294-0050c2490048","3.185000e-01"
"add0afef-49e4-44f8-b719-b1e1fff074a6","08a91e70-3ddc-11dd-9234-0050c2490048","9.490000e-02"
