ProcessUUID,FlowUUID,EmissionFactor
"f77eff7b-82b4-430e-b98d-f0bdf3ea5a98","fe0acd60-3ddc-11dd-a75b-0050c2490048","1"
"f77eff7b-82b4-430e-b98d-f0bdf3ea5a98","7a7bee3e-28e0-4f36-85b3-ad2174419507","1"
"f77eff7b-82b4-430e-b98d-f0bdf3ea5a98","32ccfaa2-6556-11dd-ad8b-0800200c9a66","1"
"f77eff7b-82b4-430e-b98d-f0bdf3ea5a98","fe0acd60-3ddc-11dd-9fda-0050c2490048","1"
"f77eff7b-82b4-430e-b98d-f0bdf3ea5a98","32ccd36b-6556-11dd-ad8b-0800200c9a66","1"
"f77eff7b-82b4-430e-b98d-f0bdf3ea5a98","08a91e70-3ddc-11dd-97e2-0050c2490048","1"
"f77eff7b-82b4-430e-b98d-f0bdf3ea5a98","08a91e70-3ddc-11dd-9814-0050c2490048","1"
"f77eff7b-82b4-430e-b98d-f0bdf3ea5a98","fe0acd60-3ddc-11dd-abf1-0050c2490048","1"
"f77eff7b-82b4-430e-b98d-f0bdf3ea5a98","fe0acd60-3ddc-11dd-9f60-0050c2490048","1"
"f77eff7b-82b4-430e-b98d-f0bdf3ea5a98","08a91e70-3ddc-11dd-9961-0050c2490048","1"
"f77eff7b-82b4-430e-b98d-f0bdf3ea5a98","08a91e70-3ddc-11dd-99b9-0050c2490048","1"
"f77eff7b-82b4-430e-b98d-f0bdf3ea5a98","08a91e70-3ddc-11dd-9994-0050c2490048","1"
"f77eff7b-82b4-430e-b98d-f0bdf3ea5a98","4d9a8790-3ddd-11dd-8db8-0050c2490048","1"
"f77eff7b-82b4-430e-b98d-f0bdf3ea5a98","4d9a8790-3ddd-11dd-96a9-0050c2490048","1"
"fcdf9df0-1746-40b6-94c3-bc5e78dc24c3","fe0acd60-3ddc-11dd-a735-0050c2490048","1"
"fcdf9df0-1746-40b6-94c3-bc5e78dc24c3","08a91e70-3ddc-11dd-91d3-0050c2490048","1"
"fcdf9df0-1746-40b6-94c3-bc5e78dc24c3","34fecb71-9f94-482b-90d0-67fc9708f0c7","1"
"fcdf9df0-1746-40b6-94c3-bc5e78dc24c3","fe0acd60-3ddc-11dd-a807-0050c2490048","1"
"fcdf9df0-1746-40b6-94c3-bc5e78dc24c3","fe0acd60-3ddc-11dd-a792-0050c2490048","1"
"fcdf9df0-1746-40b6-94c3-bc5e78dc24c3","fe0acd60-3ddc-11dd-a293-0050c2490048","1"
"fcdf9df0-1746-40b6-94c3-bc5e78dc24c3","fe0acd60-3ddc-11dd-b143-0050c2490048","1"
"fcdf9df0-1746-40b6-94c3-bc5e78dc24c3","4d9a8790-3ddd-11dd-8fd3-0050c2490048","1"
"fcdf9df0-1746-40b6-94c3-bc5e78dc24c3","4d9a8790-3ddd-11dd-9c1e-0050c2490048","1"
"fcdf9df0-1746-40b6-94c3-bc5e78dc24c3","fe0acd60-3ddc-11dd-a4f1-0050c2490048","1"
"fcdf9df0-1746-40b6-94c3-bc5e78dc24c3","4d9a8790-3ddd-11dd-96d0-0050c2490048","1"
"fcdf9df0-1746-40b6-94c3-bc5e78dc24c3","08a91e70-3ddc-11dd-94b0-0050c2490048","1"
"fcdf9df0-1746-40b6-94c3-bc5e78dc24c3","08a91e70-3ddc-11dd-9598-0050c2490048","1"
"fcdf9df0-1746-40b6-94c3-bc5e78dc24c3","4d9a8790-3ddd-11dd-91e3-0050c2490048","1"
"fcdf9df0-1746-40b6-94c3-bc5e78dc24c3","08a91e70-3ddc-11dd-9bcd-0050c2490048","1"
"fcdf9df0-1746-40b6-94c3-bc5e78dc24c3","fe0acd60-3ddc-11dd-a8cb-0050c2490048","1"
"fcdf9df0-1746-40b6-94c3-bc5e78dc24c3","fe0acd60-3ddc-11dd-ac32-0050c2490048","1"
"fcdf9df0-1746-40b6-94c3-bc5e78dc24c3","8b5b656b-6a70-43d3-903d-216e5dd8a0a5","1"
"fcdf9df0-1746-40b6-94c3-bc5e78dc24c3","32ccfaa4-6556-11dd-ad8b-0800200c9a66","1"
"fcdf9df0-1746-40b6-94c3-bc5e78dc24c3","fe0acd60-3ddc-11dd-9f02-0050c2490048","1"
"fcdf9df0-1746-40b6-94c3-bc5e78dc24c3","32ccd36d-6556-11dd-ad8b-0800200c9a66","1"
"fcdf9df0-1746-40b6-94c3-bc5e78dc24c3","4d9a8790-3ddd-11dd-9bda-0050c2490048","1"
"fcdf9df0-1746-40b6-94c3-bc5e78dc24c3","08a91e70-3ddc-11dd-9816-0050c2490048","1"
"fcdf9df0-1746-40b6-94c3-bc5e78dc24c3","08a91e70-3ddc-11dd-98d8-0050c2490048","1"
"fcdf9df0-1746-40b6-94c3-bc5e78dc24c3","fe0acd60-3ddc-11dd-abfd-0050c2490048","1"
"fcdf9df0-1746-40b6-94c3-bc5e78dc24c3","08a91e70-3ddc-11dd-996a-0050c2490048","1"
"fcdf9df0-1746-40b6-94c3-bc5e78dc24c3","08a91e70-3ddc-11dd-9992-0050c2490048","1"
"fcdf9df0-1746-40b6-94c3-bc5e78dc24c3","08a91e70-3ddc-11dd-999d-0050c2490048","1"
"fcdf9df0-1746-40b6-94c3-bc5e78dc24c3","4d9a8790-3ddd-11dd-8dc1-0050c2490048","1"
"fcdf9df0-1746-40b6-94c3-bc5e78dc24c3","08a91e70-3ddc-11dd-94ea-0050c2490048","1"
"01c96a9f-aeb1-4c5f-bc36-5de9638799f9","fe0acd60-3ddc-11dd-a72e-0050c2490048","1"
"01c96a9f-aeb1-4c5f-bc36-5de9638799f9","08a91e70-3ddc-11dd-9689-0050c2490048","1"
"01c96a9f-aeb1-4c5f-bc36-5de9638799f9","256c7700-d975-4e38-b8cf-baa4cd9a2a9b","1"
"01c96a9f-aeb1-4c5f-bc36-5de9638799f9","fe0acd60-3ddc-11dd-a800-0050c2490048","1"
"01c96a9f-aeb1-4c5f-bc36-5de9638799f9","4d9a8790-3ddd-11dd-9d8b-0050c2490048","1"
"01c96a9f-aeb1-4c5f-bc36-5de9638799f9","08a91e70-3ddc-11dd-9674-0050c2490048","1"
"01c96a9f-aeb1-4c5f-bc36-5de9638799f9","08a91e70-3ddc-11dd-9f7b-0050c2490048","1"
"01c96a9f-aeb1-4c5f-bc36-5de9638799f9","08a91e70-3ddc-11dd-950b-0050c2490048","1"
"01c96a9f-aeb1-4c5f-bc36-5de9638799f9","08a91e70-3ddc-11dd-9283-0050c2490048","1"
"01c96a9f-aeb1-4c5f-bc36-5de9638799f9","fe0acd60-3ddc-11dd-a7a0-0050c2490048","1"
"01c96a9f-aeb1-4c5f-bc36-5de9638799f9","4d9a8790-3ddd-11dd-91dc-0050c2490048","1"
"01c96a9f-aeb1-4c5f-bc36-5de9638799f9","08a91e70-3ddc-11dd-9bc7-0050c2490048","1"
"01c96a9f-aeb1-4c5f-bc36-5de9638799f9","fe0acd60-3ddc-11dd-a8c4-0050c2490048","1"
"01c96a9f-aeb1-4c5f-bc36-5de9638799f9","fe0acd60-3ddc-11dd-a75d-0050c2490048","1"
"01c96a9f-aeb1-4c5f-bc36-5de9638799f9","433d97ba-99c6-4adf-9a57-25c396fdbfa9","1"
"01c96a9f-aeb1-4c5f-bc36-5de9638799f9","fe0acd60-3ddc-11dd-abf3-0050c2490048","1"
"01c96a9f-aeb1-4c5f-bc36-5de9638799f9","fe0acd60-3ddc-11dd-abf6-0050c2490048","1"
"01c96a9f-aeb1-4c5f-bc36-5de9638799f9","08a91e70-3ddc-11dd-9963-0050c2490048","1"
"01c96a9f-aeb1-4c5f-bc36-5de9638799f9","08a91e70-3ddc-11dd-99bb-0050c2490048","1"
"01c96a9f-aeb1-4c5f-bc36-5de9638799f9","4d9a8790-3ddd-11dd-8dba-0050c2490048","1"
"01c96a9f-aeb1-4c5f-bc36-5de9638799f9","08a91e70-3ddc-11dd-94e3-0050c2490048","1"
"1f3d9ba3-79bf-44cb-a70a-dc4c72399207","fe0acd60-3ddc-11dd-a72e-0050c2490048","1"
"1f3d9ba3-79bf-44cb-a70a-dc4c72399207","08a91e70-3ddc-11dd-9689-0050c2490048","1"
"1f3d9ba3-79bf-44cb-a70a-dc4c72399207","256c7700-d975-4e38-b8cf-baa4cd9a2a9b","1"
"1f3d9ba3-79bf-44cb-a70a-dc4c72399207","fe0acd60-3ddc-11dd-a800-0050c2490048","1"
"1f3d9ba3-79bf-44cb-a70a-dc4c72399207","4d9a8790-3ddd-11dd-9d8b-0050c2490048","1"
"1f3d9ba3-79bf-44cb-a70a-dc4c72399207","08a91e70-3ddc-11dd-9674-0050c2490048","1"
"1f3d9ba3-79bf-44cb-a70a-dc4c72399207","08a91e70-3ddc-11dd-9f7b-0050c2490048","1"
"1f3d9ba3-79bf-44cb-a70a-dc4c72399207","08a91e70-3ddc-11dd-950b-0050c2490048","1"
"1f3d9ba3-79bf-44cb-a70a-dc4c72399207","08a91e70-3ddc-11dd-9283-0050c2490048","1"
"1f3d9ba3-79bf-44cb-a70a-dc4c72399207","fe0acd60-3ddc-11dd-a7a0-0050c2490048","1"
"1f3d9ba3-79bf-44cb-a70a-dc4c72399207","4d9a8790-3ddd-11dd-91dc-0050c2490048","1"
"1f3d9ba3-79bf-44cb-a70a-dc4c72399207","08a91e70-3ddc-11dd-9bc7-0050c2490048","1"
"1f3d9ba3-79bf-44cb-a70a-dc4c72399207","fe0acd60-3ddc-11dd-a8c4-0050c2490048","1"
"1f3d9ba3-79bf-44cb-a70a-dc4c72399207","fe0acd60-3ddc-11dd-a75d-0050c2490048","1"
"1f3d9ba3-79bf-44cb-a70a-dc4c72399207","433d97ba-99c6-4adf-9a57-25c396fdbfa9","1"
"1f3d9ba3-79bf-44cb-a70a-dc4c72399207","fe0acd60-3ddc-11dd-abf3-0050c2490048","1"
"1f3d9ba3-79bf-44cb-a70a-dc4c72399207","fe0acd60-3ddc-11dd-abf6-0050c2490048","1"
"1f3d9ba3-79bf-44cb-a70a-dc4c72399207","08a91e70-3ddc-11dd-9963-0050c2490048","1"
"1f3d9ba3-79bf-44cb-a70a-dc4c72399207","08a91e70-3ddc-11dd-99bb-0050c2490048","1"
"1f3d9ba3-79bf-44cb-a70a-dc4c72399207","4d9a8790-3ddd-11dd-8dba-0050c2490048","1"
"1f3d9ba3-79bf-44cb-a70a-dc4c72399207","08a91e70-3ddc-11dd-94e3-0050c2490048","1"
"27163fd8-8c82-4793-9bd3-f7c2064eb45f","fe0acd60-3ddc-11dd-a72e-0050c2490048","1"
"27163fd8-8c82-4793-9bd3-f7c2064eb45f","08a91e70-3ddc-11dd-9689-0050c2490048","1"
"27163fd8-8c82-4793-9bd3-f7c2064eb45f","256c7700-d975-4e38-b8cf-baa4cd9a2a9b","1"
"27163fd8-8c82-4793-9bd3-f7c2064eb45f","fe0acd60-3ddc-11dd-a800-0050c2490048","1"
"27163fd8-8c82-4793-9bd3-f7c2064eb45f","4d9a8790-3ddd-11dd-9d8b-0050c2490048","1"
"27163fd8-8c82-4793-9bd3-f7c2064eb45f","08a91e70-3ddc-11dd-9674-0050c2490048","1"
"27163fd8-8c82-4793-9bd3-f7c2064eb45f","08a91e70-3ddc-11dd-9f7b-0050c2490048","1"
"27163fd8-8c82-4793-9bd3-f7c2064eb45f","08a91e70-3ddc-11dd-950b-0050c2490048","1"
"27163fd8-8c82-4793-9bd3-f7c2064eb45f","08a91e70-3ddc-11dd-9283-0050c2490048","1"
"27163fd8-8c82-4793-9bd3-f7c2064eb45f","fe0acd60-3ddc-11dd-a7a0-0050c2490048","1"
"27163fd8-8c82-4793-9bd3-f7c2064eb45f","4d9a8790-3ddd-11dd-91dc-0050c2490048","1"
"27163fd8-8c82-4793-9bd3-f7c2064eb45f","08a91e70-3ddc-11dd-9bc7-0050c2490048","1"
"27163fd8-8c82-4793-9bd3-f7c2064eb45f","fe0acd60-3ddc-11dd-a8c4-0050c2490048","1"
"27163fd8-8c82-4793-9bd3-f7c2064eb45f","fe0acd60-3ddc-11dd-a75d-0050c2490048","1"
"27163fd8-8c82-4793-9bd3-f7c2064eb45f","433d97ba-99c6-4adf-9a57-25c396fdbfa9","1"
"27163fd8-8c82-4793-9bd3-f7c2064eb45f","fe0acd60-3ddc-11dd-abf3-0050c2490048","1"
"27163fd8-8c82-4793-9bd3-f7c2064eb45f","fe0acd60-3ddc-11dd-abf6-0050c2490048","1"
"27163fd8-8c82-4793-9bd3-f7c2064eb45f","08a91e70-3ddc-11dd-9963-0050c2490048","1"
"27163fd8-8c82-4793-9bd3-f7c2064eb45f","08a91e70-3ddc-11dd-99bb-0050c2490048","1"
"27163fd8-8c82-4793-9bd3-f7c2064eb45f","4d9a8790-3ddd-11dd-8dba-0050c2490048","1"
"27163fd8-8c82-4793-9bd3-f7c2064eb45f","08a91e70-3ddc-11dd-94e3-0050c2490048","1"
"28120565-798d-4b9d-a0a9-d143ccd6cf94","fe0acd60-3ddc-11dd-a72e-0050c2490048","1"
"28120565-798d-4b9d-a0a9-d143ccd6cf94","08a91e70-3ddc-11dd-9689-0050c2490048","1"
"28120565-798d-4b9d-a0a9-d143ccd6cf94","256c7700-d975-4e38-b8cf-baa4cd9a2a9b","1"
"28120565-798d-4b9d-a0a9-d143ccd6cf94","fe0acd60-3ddc-11dd-a800-0050c2490048","1"
"28120565-798d-4b9d-a0a9-d143ccd6cf94","4d9a8790-3ddd-11dd-9d8b-0050c2490048","1"
"28120565-798d-4b9d-a0a9-d143ccd6cf94","08a91e70-3ddc-11dd-9674-0050c2490048","1"
"28120565-798d-4b9d-a0a9-d143ccd6cf94","08a91e70-3ddc-11dd-9f7b-0050c2490048","1"
"28120565-798d-4b9d-a0a9-d143ccd6cf94","08a91e70-3ddc-11dd-950b-0050c2490048","1"
"28120565-798d-4b9d-a0a9-d143ccd6cf94","08a91e70-3ddc-11dd-9283-0050c2490048","1"
"28120565-798d-4b9d-a0a9-d143ccd6cf94","fe0acd60-3ddc-11dd-a7a0-0050c2490048","1"
"28120565-798d-4b9d-a0a9-d143ccd6cf94","4d9a8790-3ddd-11dd-91dc-0050c2490048","1"
"28120565-798d-4b9d-a0a9-d143ccd6cf94","08a91e70-3ddc-11dd-9bc7-0050c2490048","1"
"28120565-798d-4b9d-a0a9-d143ccd6cf94","fe0acd60-3ddc-11dd-a8c4-0050c2490048","1"
"28120565-798d-4b9d-a0a9-d143ccd6cf94","fe0acd60-3ddc-11dd-a75d-0050c2490048","1"
"28120565-798d-4b9d-a0a9-d143ccd6cf94","433d97ba-99c6-4adf-9a57-25c396fdbfa9","1"
"28120565-798d-4b9d-a0a9-d143ccd6cf94","fe0acd60-3ddc-11dd-abf3-0050c2490048","1"
"28120565-798d-4b9d-a0a9-d143ccd6cf94","fe0acd60-3ddc-11dd-abf6-0050c2490048","1"
"28120565-798d-4b9d-a0a9-d143ccd6cf94","08a91e70-3ddc-11dd-9963-0050c2490048","1"
"28120565-798d-4b9d-a0a9-d143ccd6cf94","08a91e70-3ddc-11dd-99bb-0050c2490048","1"
"28120565-798d-4b9d-a0a9-d143ccd6cf94","4d9a8790-3ddd-11dd-8dba-0050c2490048","1"
"28120565-798d-4b9d-a0a9-d143ccd6cf94","08a91e70-3ddc-11dd-94e3-0050c2490048","1"
"6e2017b9-9287-4050-b3b4-1617a87fc2d1","fe0acd60-3ddc-11dd-aab0-0050c2490048","1"
"6e2017b9-9287-4050-b3b4-1617a87fc2d1","08a91e70-3ddc-11dd-9804-0050c2490048","1"
"a1991d03-f12d-4ff6-aaf7-0b551acaebfa","fe0acd60-3ddc-11dd-aab0-0050c2490048","1"
"a1991d03-f12d-4ff6-aaf7-0b551acaebfa","08a91e70-3ddc-11dd-9804-0050c2490048","1"
"b0f54bdc-2fd9-4b0a-95c2-e383e6bba784","fe0acd60-3ddc-11dd-aab0-0050c2490048","1"
"b0f54bdc-2fd9-4b0a-95c2-e383e6bba784","08a91e70-3ddc-11dd-9804-0050c2490048","1"
"b4c9535e-2308-4b07-add2-0fc13f36ace3","fe0acd60-3ddc-11dd-aab0-0050c2490048","1"
"b4c9535e-2308-4b07-add2-0fc13f36ace3","08a91e70-3ddc-11dd-9804-0050c2490048","1"
"cbde758e-d5b0-4857-ba32-3025c20721dd","fe0acd60-3ddc-11dd-a72e-0050c2490048","1.000000e-02"
"cbde758e-d5b0-4857-ba32-3025c20721dd","08a91e70-3ddc-11dd-9689-0050c2490048","1.000000e-02"
"cbde758e-d5b0-4857-ba32-3025c20721dd","256c7700-d975-4e38-b8cf-baa4cd9a2a9b","1.000000e-02"
"cbde758e-d5b0-4857-ba32-3025c20721dd","fe0acd60-3ddc-11dd-a800-0050c2490048","1.000000e-02"
"cbde758e-d5b0-4857-ba32-3025c20721dd","4d9a8790-3ddd-11dd-9d8b-0050c2490048","1.000000e-02"
"cbde758e-d5b0-4857-ba32-3025c20721dd","08a91e70-3ddc-11dd-a0f7-0050c2490048","1.000000e-02"
"cbde758e-d5b0-4857-ba32-3025c20721dd","08a91e70-3ddc-11dd-9674-0050c2490048","1.000000e-02"
"cbde758e-d5b0-4857-ba32-3025c20721dd","fe0acd60-3ddc-11dd-af54-0050c2490048","1"
"cbde758e-d5b0-4857-ba32-3025c20721dd","4d9a8790-3ddd-11dd-9b45-0050c2490048","1.000000e-02"
"cbde758e-d5b0-4857-ba32-3025c20721dd","08a91e70-3ddc-11dd-9f7b-0050c2490048","1.000000e-02"
"cbde758e-d5b0-4857-ba32-3025c20721dd","08a91e70-3ddc-11dd-950b-0050c2490048","1.000000e-02"
"cbde758e-d5b0-4857-ba32-3025c20721dd","08a91e70-3ddc-11dd-9283-0050c2490048","1.000000e-02"
"cbde758e-d5b0-4857-ba32-3025c20721dd","fe0acd60-3ddc-11dd-a7a0-0050c2490048","1.000000e-02"
"cbde758e-d5b0-4857-ba32-3025c20721dd","08a91e70-3ddc-11dd-9591-0050c2490048","1.000000e-02"
"cbde758e-d5b0-4857-ba32-3025c20721dd","4d9a8790-3ddd-11dd-91dc-0050c2490048","1.000000e-02"
"cbde758e-d5b0-4857-ba32-3025c20721dd","29055100-6556-11dd-ad8b-0800200c9a66","1.000000e-02"
"cbde758e-d5b0-4857-ba32-3025c20721dd","08a91e70-3ddc-11dd-9bc7-0050c2490048","1.000000e-02"
"cbde758e-d5b0-4857-ba32-3025c20721dd","fe0acd60-3ddc-11dd-a8c4-0050c2490048","1.000000e-02"
"cbde758e-d5b0-4857-ba32-3025c20721dd","fe0acd60-3ddc-11dd-a75d-0050c2490048","1.000000e-02"
"cbde758e-d5b0-4857-ba32-3025c20721dd","433d97ba-99c6-4adf-9a57-25c396fdbfa9","1.000000e-02"
"cbde758e-d5b0-4857-ba32-3025c20721dd","08a91e70-3ddc-11dd-96e5-0050c2490048","1.000000e-02"
"cbde758e-d5b0-4857-ba32-3025c20721dd","fe0acd60-3ddc-11dd-a70a-0050c2490048","1.000000e-02"
"cbde758e-d5b0-4857-ba32-3025c20721dd","08a91e70-3ddc-11dd-9783-0050c2490048","1.000000e-02"
"cbde758e-d5b0-4857-ba32-3025c20721dd","fe0acd60-3ddc-11dd-abf3-0050c2490048","1.000000e-02"
"cbde758e-d5b0-4857-ba32-3025c20721dd","fe0acd60-3ddc-11dd-abf6-0050c2490048","1.000000e-02"
"cbde758e-d5b0-4857-ba32-3025c20721dd","fe0acd60-3ddc-11dd-ac48-0050c2490048","1.000000e-02"
"cbde758e-d5b0-4857-ba32-3025c20721dd","08a91e70-3ddc-11dd-9963-0050c2490048","1.000000e-02"
"cbde758e-d5b0-4857-ba32-3025c20721dd","08a91e70-3ddc-11dd-99bb-0050c2490048","1.000000e-02"
"cbde758e-d5b0-4857-ba32-3025c20721dd","08a91e70-3ddc-11dd-9996-0050c2490048","1.000000e-02"
"cbde758e-d5b0-4857-ba32-3025c20721dd","4d9a8790-3ddd-11dd-8dba-0050c2490048","1.000000e-02"
"cbde758e-d5b0-4857-ba32-3025c20721dd","08a91e70-3ddc-11dd-94e3-0050c2490048","1.000000e-02"
